Date,Low,Open,Volume,High,Close,Adjusted Close
15-05-1997,0.09635400027036667,0.12187500298023224,1443120000,0.125,0.09791699796915054,0.09791699796915054
16-05-1997,0.0854170024394989,0.09843800216913223,294000000,0.09895800054073334,0.0864579975605011,0.0864579975605011
19-05-1997,0.08124999701976776,0.08802100270986557,122136000,0.08854199945926666,0.0854170024394989,0.0854170024394989
20-05-1997,0.08177100121974945,0.0864579975605011,109344000,0.08749999850988388,0.08177100121974945,0.08177100121974945
21-05-1997,0.06875000149011612,0.08177100121974945,377064000,0.08229199796915054,0.07135400176048279,0.07135400176048279
22-05-1997,0.06562499701976776,0.07187499850988388,235536000,0.07239600270986557,0.0697920024394989,0.0697920024394989
23-05-1997,0.06666699796915054,0.0703129991889,318744000,0.07604199647903442,0.07500000298023224,0.07500000298023224
27-05-1997,0.07291699945926666,0.07552099972963333,173952000,0.08229199796915054,0.07916700094938278,0.07916700094938278
28-05-1997,0.07656300067901611,0.08124999701976776,91488000,0.08177100121974945,0.07656300067901611,0.07656300067901611
29-05-1997,0.07395800203084946,0.07708299905061722,69456000,0.07708299905061722,0.07525999844074249,0.07525999844074249
30-05-1997,0.07395800203084946,0.07500000298023224,51888000,0.07552099972963333,0.07500000298023224,0.07500000298023224
02-06-1997,0.07500000298023224,0.07552099972963333,11832000,0.07656300067901611,0.07552099972963333,0.07552099972963333
03-06-1997,0.07395800203084946,0.07656300067901611,23664000,0.07656300067901611,0.07395800203084946,0.07395800203084946
04-06-1997,0.0697920024394989,0.07395800203084946,61608000,0.07447899878025055,0.0708329975605011,0.0708329975605011
05-06-1997,0.06875000149011612,0.0708329975605011,113448000,0.07708299905061722,0.07708299905061722,0.07708299905061722
06-06-1997,0.07552099972963333,0.07578100264072418,156144000,0.0854170024394989,0.08281300216913223,0.08281300216913223
09-06-1997,0.08281300216913223,0.08281300216913223,47040000,0.0854170024394989,0.08437500149011612,0.08437500149011612
10-06-1997,0.07656300067901611,0.0854170024394989,109176000,0.0854170024394989,0.07916700094938278,0.07916700094938278
11-06-1997,0.07656300067901611,0.07968799769878387,23760000,0.08020800352096558,0.07708299905061722,0.07708299905061722
12-06-1997,0.07760400325059891,0.07916700094938278,32640000,0.08229199796915054,0.08020800352096558,0.08020800352096558
13-06-1997,0.07916700094938278,0.08124999701976776,13872000,0.08124999701976776,0.07916700094938278,0.07916700094938278
